client_id,visitor_id,completed,duration,age,clnt_tenure,last_step,completed_numeric
1889299,196478343_84180734886,yes,5.23,63.5,13 years ,confirm,1
1889299,887217555_11074307114,yes,86059.67,63.5,13 years ,confirm,1
1889858,85643269_29437086646,yes,9.27,49.5,9 years ,confirm,1
1890387,969548394_10284312580,no,,22.0,5 years ,,0
1891067,956756763_79939909478,yes,12.83,53.5,24 years ,confirm,1
1891305,972619491_81976828251,yes,12.48,61.0,18 years ,confirm,1
1891378,565291909_57773863242,yes,4.35,59.5,6 years ,confirm,1
1891658,777347489_20566857060,no,,27.0,4 years ,,0
1892008,951793888_9975858953,yes,7.82,23.5,4 years ,confirm,1
1892205,17209648_63977209808,no,,26.0,25 years ,,0
1892368,824654375_7552104951,yes,3.05,31.5,13 years ,confirm,1
1892394,125391288_62543705709,no,,24.0,4 years ,,0
1892481,174648162_47764430641,yes,4.17,43.5,16 years ,confirm,1
1892952,437629661_21234272803,yes,2.95,25.5,5 years ,confirm,1
1894189,431978744_34308330987,yes,8.87,44.5,14 years ,confirm,1
1895292,187400256_7919999777,yes,2.03,58.5,28 years ,confirm,1
1895292,335461794_31368231414,no,0.2,58.5,28 years ,step_1,0
1895465,121364500_1374380868,yes,4.7,28.5,7 years ,confirm,1
1895875,262796121_47563810620,no,1.5,49.0,6 years ,step_3,0
1895875,624156234_34837907482,no,0.1,49.0,6 years ,step_1,0
1895875,926137591_48593382969,no,0.33,49.0,6 years ,step_1,0
1895918,649083867_55663642100,no,-0.05,52.0,5 years ,step_1,0
1896155,88236320_73714624930,no,,31.0,22 years ,,0
1896533,90221345_67171206757,yes,17.73,37.5,12 years ,confirm,1
1897060,831489335_15946570720,no,0.3,58.0,24 years ,step_1,0
1897278,268585501_71224968993,yes,-39002.53,41.5,5 years ,confirm,1
1897577,827865389_52082419909,no,,41.0,15 years ,,0
1898889,738448375_49788671812,no,1.52,72.0,12 years ,step_1,0
1899577,11120312_91563072637,yes,1.68,32.5,14 years ,confirm,1
1899793,841225292_20299817020,yes,5.83,57.0,6 years ,confirm,1
1900411,759166165_22184671479,yes,3.5,42.0,6 years ,confirm,1
1900559,921929662_58826190545,no,-0.88,76.0,6 years ,step_2,0
1901368,500054775_58219338915,yes,2.7,24.5,5 years ,confirm,1
1901850,48950890_63092845967,yes,-3.1,59.5,13 years ,confirm,1
1901853,864691609_54114853183,yes,7.53,49.0,5 years ,confirm,1
1901992,982368168_36566822516,yes,3.35,61.5,6 years ,confirm,1
1902404,347810641_26652533155,yes,3.8,50.5,15 years ,confirm,1
1902610,626807609_48451621059,yes,2.55,39.0,10 years ,confirm,1
1902791,286721882_7603427490,yes,2.33,27.5,5 years ,confirm,1
1903685,801159930_48243482863,no,0.65,29.0,13 years ,step_1,0
1905509,857663035_39228544024,yes,4.55,44.0,16 years ,confirm,1
1905757,956484796_82543254676,yes,1.8,24.0,4 years ,confirm,1
1905822,434130038_89930714713,yes,5.78,28.5,11 years ,confirm,1
1905940,815850499_18415173571,no,2.38,55.0,15 years ,step_3,0
1906072,573545378_84770634040,yes,3.13,29.5,13 years ,confirm,1
1906211,414887322_59655002593,no,33.77,53.0,14 years ,step_3,0
1906211,815262174_76932676151,no,,53.0,14 years ,,0
1906444,101825097_22000395761,yes,6.1,41.5,11 years ,confirm,1
1906589,971846704_980260568,no,,30.0,12 years ,,0
1907211,294706797_51110825713,yes,1.1,66.0,6 years ,confirm,1
1908158,11802408_98762542938,yes,-4520.12,66.5,21 years ,confirm,1
1908654,705458475_7927293521,yes,5.55,40.5,14 years ,confirm,1
1908819,884799921_71794907693,no,0.27,23.0,10 years ,step_2,0
1908897,127846710_75182358318,yes,3.6,66.5,11 years ,confirm,1
1908897,444547391_5682146529,no,,66.5,11 years ,,0
1909002,23041987_49859918543,yes,1.77,25.0,5 years ,confirm,1
1909564,793564441_33270662009,yes,1.62,64.5,22 years ,confirm,1
1909658,549303861_41281881235,yes,4.17,28.0,8 years ,confirm,1
1909923,509930946_70334194511,yes,5.13,51.5,10 years ,confirm,1
1910572,251289135_80377936416,yes,5.2,48.5,12 years ,confirm,1
1910572,941170862_29071710628,no,,48.5,12 years ,,0
1911636,671117068_58912079918,no,1.25,33.0,10 years ,step_3,0
1911688,482445351_49846974545,no,,67.0,20 years ,,0
1912452,765505656_8833020447,yes,4.77,41.5,8 years ,confirm,1
1913034,764084495_70684326443,no,,69.0,20 years ,,0
1913082,407784544_88350504800,yes,3.13,42.5,9 years ,confirm,1
1913117,190264800_62555659036,no,3.53,28.0,4 years ,step_2,0
1913642,368331009_81368863536,yes,2.08,37.5,16 years ,confirm,1
1913649,199818141_96990560682,no,,38.0,15 years ,,0
1914194,248679323_78738393991,no,-0.27,30.0,14 years ,step_3,0
1914434,708042194_12188764704,yes,2.57,71.5,6 years ,confirm,1
1914701,278356810_40593193262,yes,3.35,65.0,16 years ,confirm,1
1914789,948779893_27580053903,yes,5.05,32.5,6 years ,confirm,1
1915796,202545849_73111181538,no,,52.0,21 years ,,0
1916260,374696226_26671309949,no,-0.58,28.0,8 years ,step_2,0
1917199,212147045_20887922203,yes,2.1,29.5,6 years ,confirm,1
1917368,130317853_44429657463,no,2.57,88.0,25 years ,step_3,0
1917906,488616883_19221172911,yes,2.18,40.0,4 years ,confirm,1
1918431,503341114_94219012772,yes,3.5,53.5,20 years ,confirm,1
1918474,821687691_53675042905,yes,-1565.6,44.5,23 years ,confirm,1
1918630,876879730_29854665454,no,0.77,39.0,5 years ,step_2,0
1919224,650868242_97443317527,no,1.3,34.0,7 years ,step_2,0
1919252,842861946_44828365941,yes,-23226.65,43.5,14 years ,confirm,1
1919346,926919117_16181814276,yes,2.58,33.0,8 years ,confirm,1
1919420,622754514_54124225283,yes,12.53,33.5,6 years ,confirm,1
1919651,481059554_49537092760,no,1.87,59.0,4 years ,step_3,0
1919716,258795374_24728483448,yes,3.65,61.5,19 years ,confirm,1
1919775,572610864_15405507046,yes,-1.77,69.5,26 years ,confirm,1
1919788,614388749_86852213248,yes,2903.5,47.0,12 years ,confirm,1
1919830,167951205_80242099159,no,,74.0,16 years ,,0
1920285,516442788_3693815403,yes,4.48,34.5,13 years ,confirm,1
1920314,63394972_94247945541,yes,5.75,24.5,6 years ,confirm,1
1920557,492310910_13353998854,no,1.2,35.0,14 years ,step_1,0
1921266,884509485_59649876223,yes,5.97,26.5,8 years ,confirm,1
1921733,583786195_87312891161,yes,1.57,27.0,20 years ,confirm,1
1922383,718892551_47582472303,no,-6.07,38.0,8 years ,step_1,0
1922864,781525316_56016078135,no,,33.5,6 years ,,0
1922864,788102575_9936014768,yes,1.6,33.5,6 years ,confirm,1
1923181,911081179_3089307041,yes,1.88,55.0,18 years ,confirm,1
1924358,60271466_55211146130,yes,5.87,25.5,8 years ,confirm,1
1924404,948976512_91942052697,no,,62.0,12 years ,,0
1925220,344392788_4478300363,yes,2.38,69.0,26 years ,confirm,1
1925264,660178555_9376553436,yes,2.9,55.5,23 years ,confirm,1
1925623,642238522_73880135407,no,1.63,63.0,11 years ,step_3,0
1927473,728481642_1907552550,no,0.2,28.0,5 years ,step_2,0
1927505,152975837_88308848482,yes,2.18,19.5,6 years ,confirm,1
1927544,572560373_96018557602,yes,6.07,45.5,20 years ,confirm,1
1927754,613790276_68562910493,no,0.92,50.0,13 years ,step_2,0
1927826,389919466_2030924058,yes,4.38,21.5,4 years ,confirm,1
1928237,495847895_27483120154,no,,50.0,14 years ,,0
1928906,693292712_30008760620,no,-4.48,62.0,8 years ,step_3,0
1929189,426831240_86590589775,no,-0.9,50.0,23 years ,step_2,0
1929698,785431346_99013712943,yes,2.73,27.5,7 years ,confirm,1
1929933,294409646_48023379443,yes,2.83,41.5,18 years ,confirm,1
1930353,326790551_62896561828,yes,4.68,66.0,34 years ,confirm,1
1930561,486717466_57420057805,no,,47.0,11 years ,,0
1931127,800216645_18868272459,yes,4.75,25.5,12 years ,confirm,1
1931259,401033030_41922516894,yes,5.88,31.5,13 years ,confirm,1
1931445,673550340_7089381249,yes,3.52,44.5,24 years ,confirm,1
1931928,942533320_23384657585,yes,2.6,67.5,6 years ,confirm,1
1932668,797516392_46233897288,no,0.77,19.0,3 years ,step_2,0
1932749,470776822_54220553552,no,,65.0,21 years ,,0
1932898,906481081_66464006797,yes,78919.62,51.5,22 years ,confirm,1
1933803,343848651_19384850346,yes,3.67,65.5,34 years ,confirm,1
1935338,774979966_20344746628,no,,57.0,5 years ,,0
1936232,795726085_44866960549,yes,4.05,57.0,10 years ,confirm,1
1936336,406990194_23853241668,yes,4.07,44.5,12 years ,confirm,1
1936828,120000110_11809919062,yes,16.43,46.5,16 years ,confirm,1
1936828,548908200_98877427399,no,1.33,46.5,16 years ,step_1,0
1936836,330006572_43558382576,yes,6.67,70.5,34 years ,confirm,1
1936836,663565766_71688414189,no,,70.5,34 years ,,0
1937877,991625560_31117351142,yes,2.1,50.5,6 years ,confirm,1
1938766,982088695_38349322370,yes,2.32,26.5,19 years ,confirm,1
1938930,602546017_4887685432,no,3.52,44.0,6 years ,step_3,0
1939391,972454599_59720978370,yes,8.18,85.5,25 years ,confirm,1
1939550,652096541_10460232358,yes,3.55,50.5,13 years ,confirm,1
1939574,166655893_84570084637,yes,3.8,50.0,13 years ,confirm,1
1939709,795409008_57583514630,yes,8.17,33.5,15 years ,confirm,1
1940048,128596079_95872859475,yes,5.05,56.0,14 years ,confirm,1
1940048,757618222_72714376283,no,,56.0,14 years ,,0
1940213,560826634_34460229432,yes,1.43,44.5,13 years ,confirm,1
1940635,668954207_99845400032,yes,4.92,72.0,13 years ,confirm,1
1941162,785905865_60143591959,yes,2.7,56.0,14 years ,confirm,1
1941269,134887908_31929952121,yes,4.87,24.5,10 years ,confirm,1
1941406,71248448_89601077817,yes,6.27,33.5,12 years ,confirm,1
1943776,127163222_25945865896,no,2.63,70.0,15 years ,step_3,0
1944168,994673081_69364254776,yes,4.42,45.5,17 years ,confirm,1
1944919,76405174_3746677694,yes,3.1,29.5,6 years ,confirm,1
1945208,261830986_12529743309,no,,67.0,20 years ,,0
1945788,669979278_91797337695,yes,15.92,66.5,6 years ,confirm,1
1946062,110349566_89751189369,yes,2.17,18.5,5 years ,confirm,1
1946068,49840989_12872047219,no,0.35,48.0,15 years ,step_1,0
1946236,336935183_11348281462,no,0.5,77.0,9 years ,step_1,0
1946252,406463398_64804962716,yes,3.78,55.5,20 years ,confirm,1
1946416,719453910_48436307634,no,1.35,35.0,10 years ,step_1,0
1946959,691287601_56204506601,yes,2.3,35.0,18 years ,confirm,1
1948090,291870147_31825460061,yes,7.52,64.5,20 years ,confirm,1
1948091,685180839_28188423690,yes,6.42,36.5,8 years ,confirm,1
1948430,413962761_69082716611,yes,4.02,31.0,6 years ,confirm,1
1948517,460767280_9771821315,yes,4.23,53.5,13 years ,confirm,1
1948843,17133476_18468846204,no,1.03,30.0,26 years ,step_3,0
1948870,247820933_18775800956,yes,1.73,46.0,21 years ,confirm,1
1949154,749099548_918897662,no,0.22,54.0,8 years ,step_1,0
1949195,641276122_27237054022,yes,4.12,28.5,6 years ,confirm,1
1949624,989432163_85041722043,no,3.2,48.0,5 years ,step_3,0
1950553,312260748_22041598438,no,0.75,47.0,5 years ,step_1,0
1950811,334677_85603144195,yes,2.83,47.5,7 years ,confirm,1
1951290,119667708_26685207236,yes,3.28,44.0,36 years ,confirm,1
1951290,68170818_73016355831,no,-41929.35,44.0,36 years ,step_2,0
1951290,755550619_36476024820,no,,44.0,36 years ,,0
1951290,90277719_93473609720,no,,44.0,36 years ,,0
1951883,181454469_95672203126,yes,69054.85,73.0,27 years ,confirm,1
1952462,275512127_81133652882,yes,3.2,49.5,16 years ,confirm,1
1952462,728463151_1434728537,no,,49.5,16 years ,,0
1952790,780189529_68744403580,yes,6.23,60.0,30 years ,confirm,1
1953269,240592141_93092302189,yes,3.22,42.5,15 years ,confirm,1
1953861,517809571_41774885839,yes,4.33,54.5,4 years ,confirm,1
1953978,414085128_43966486800,yes,3.75,58.5,22 years ,confirm,1
1955550,939691184_67287766574,yes,4.55,50.5,13 years ,confirm,1
1955817,358861452_59727834802,yes,1.2,36.5,4 years ,confirm,1
1956756,498557772_14440018429,no,1.68,35.0,12 years ,step_3,0
1956823,102312409_85675055700,no,,36.0,8 years ,,0
1956921,564198953_90308917130,yes,10.98,53.5,28 years ,confirm,1
1957156,87832163_4587367292,yes,8.18,71.5,20 years ,confirm,1
1957491,885507773_60031966166,yes,12.02,26.5,5 years ,confirm,1
1957726,610991012_61149849393,no,5.22,39.0,12 years ,step_3,0
1958136,86183738_21191151314,yes,-5689.13,69.5,17 years ,confirm,1
1958853,308733301_39778698087,yes,4.33,39.5,4 years ,confirm,1
1959844,298344774_96292790199,no,0.6,57.5,8 years ,step_1,0
1959844,485985264_68828355970,yes,-3067.17,57.5,8 years ,confirm,1
1960031,750987863_54109080116,yes,9.12,42.5,5 years ,confirm,1
1960366,682046154_65109558840,yes,16.62,55.5,16 years ,confirm,1
1960366,971468412_89530695379,no,,55.5,16 years ,,0
1960844,596631250_62334437380,no,,55.0,10 years ,,0
1960844,701215259_50806973851,no,-1535.93,55.0,10 years ,step_1,0
1961042,986785520_24351951934,no,-1.05,33.0,21 years ,step_2,0
1961944,303430710_45124235798,yes,3.85,47.5,5 years ,confirm,1
1962359,563144484_98764544468,yes,3.73,37.5,12 years ,confirm,1
1963145,258899223_23573954880,yes,5.82,30.5,5 years ,confirm,1
1963382,303688412_69419835552,no,-21242.93,21.0,5 years ,step_3,0
1963436,255322452_56542142670,yes,12.4,71.5,21 years ,confirm,1
1963440,797769546_86100529217,yes,-12.97,37.5,14 years ,confirm,1
1963605,576834043_16694065827,no,,27.0,6 years ,confirm,0
1963936,128642790_23660913830,yes,10.07,44.5,11 years ,confirm,1
1964178,790545590_67469260476,yes,4.97,55.0,19 years ,confirm,1
1964381,969038828_42218846264,no,-0.07,56.0,6 years ,step_1,0
1965643,222056514_87867696552,yes,1.88,29.5,11 years ,confirm,1
1965826,56328268_49248408585,yes,33.57,53.0,7 years ,confirm,1
1966484,133057107_40617018171,no,,35.0,5 years ,,0
1967086,280074400_28726533771,yes,4.42,52.5,6 years ,confirm,1
1967307,298969561_59767076305,yes,1.82,62.0,16 years ,confirm,1
1967307,416250096_1846509854,no,,62.0,16 years ,,0
1967815,228751614_21917418047,yes,10.13,37.5,6 years ,confirm,1
1969160,513468320_90855258716,yes,12.47,64.5,15 years ,confirm,1
1969515,96679177_29353518808,yes,8.25,53.5,15 years ,confirm,1
1969696,691624631_43606772229,yes,2.55,25.5,4 years ,confirm,1
1969872,486447022_61464765496,yes,-8684.2,55.5,6 years ,confirm,1
1969889,181581634_22113264136,no,,42.0,16 years ,,0
1969889,359339525_14364479528,no,,42.0,16 years ,,0
1970262,713466748_2975472128,no,-14590.6,46.0,5 years ,step_3,0
1970759,172945131_32723192877,yes,3.8,31.0,5 years ,confirm,1
1970830,418855598_21252796854,yes,2.97,41.5,4 years ,confirm,1
1970830,965392363_90870985302,no,,41.5,4 years ,,0
1971060,216774545_50751760571,no,0.23,42.0,13 years ,step_2,0
1971298,79703938_25051718052,yes,11.75,59.5,4 years ,confirm,1
1971383,323238277_76701089485,yes,12.92,31.5,9 years ,confirm,1
1972845,801065079_27164260428,yes,7.85,51.5,6 years ,confirm,1
1973917,980598727_41038948750,yes,2.82,32.5,8 years ,confirm,1
1974569,412229203_56472188153,no,,63.0,5 years ,,0
1974935,183202219_45494042885,no,2.55,57.0,7 years ,step_1,0
1975168,356779321_85577335921,no,0.52,35.0,15 years ,step_1,0
1975414,892423764_44129576361,yes,2.65,55.5,19 years ,confirm,1
1975444,350515733_77395632880,no,,54.0,6 years ,,0
1975444,591685879_36518929147,no,0.72,54.0,6 years ,step_1,0
1975521,685386021_84373002609,no,,63.0,21 years ,,0
1975521,982071342_18781472940,no,-48815.57,63.0,21 years ,step_3,0
1975649,615779652_19672952739,yes,4.0,50.5,20 years ,confirm,1
1975904,816121030_81403403138,yes,46417.37,72.5,30 years ,confirm,1
1976026,271541456_68299428847,yes,2.87,55.5,5 years ,confirm,1
1976268,758637592_73384295961,yes,2.72,22.5,5 years ,confirm,1
1976918,540415864_44126515715,no,5.27,22.0,5 years ,step_3,0
1977277,958501488_74193967244,no,,56.0,7 years ,step_3,0
1978167,458342154_85338180204,yes,4.03,51.5,15 years ,confirm,1
1978655,811157018_11835924646,yes,5.05,61.0,21 years ,confirm,1
1979382,527799872_3466532620,no,-2806.87,56.0,4 years ,step_3,0
1979389,232525917_37332264053,yes,13.98,70.5,7 years ,confirm,1
1979816,730781950_65485951141,no,,44.0,6 years ,,0
1981098,159665966_30480106072,no,,66.0,17 years ,,0
1981941,291474439_49185377473,no,0.9,27.0,22 years ,step_3,0
1982276,159358600_78710051893,no,,45.0,7 years ,,0
1982805,926979765_98734976588,yes,9.17,49.5,21 years ,confirm,1
1982824,312797634_5009635274,yes,-21434.77,32.5,13 years ,confirm,1
1983405,607155159_56154792879,yes,4.6,60.5,9 years ,confirm,1
1983898,402353138_51370799263,no,,63.0,6 years ,,0
1984039,286354882_82596863994,yes,5.57,47.5,4 years ,confirm,1
1984136,444699899_90677020185,no,2.2,70.0,27 years ,step_3,0
1984672,474395836_58976144145,no,-0.37,31.0,7 years ,step_3,0
1985555,998714522_94928356036,no,,34.0,8 years ,,0
1986539,138936728_72507318461,yes,1.72,24.5,4 years ,confirm,1
1986592,782100361_35835496575,yes,2.5,28.5,14 years ,confirm,1
1986643,814233175_10096500195,no,,51.0,22 years ,,0
1986643,840168158_70155738996,yes,3.6,51.0,22 years ,confirm,1
1987034,544626146_24094938650,no,,56.0,11 years ,,0
1988002,324032278_46534527589,yes,3.45,37.0,8 years ,confirm,1
1988961,181585198_73508922944,yes,-18612.88,46.5,17 years ,confirm,1
1989030,164132866_76172330383,yes,2631.07,51.0,5 years ,confirm,1
1989165,817409965_34883522624,yes,1.23,51.0,9 years ,confirm,1
1990675,123001522_94469691853,no,,57.5,9 years ,,0
1990675,826895948_53308581831,yes,7.08,57.5,9 years ,confirm,1
1990708,652188722_24102721114,yes,2.95,60.5,5 years ,confirm,1
1990754,247650733_41234968574,no,,54.0,11 years ,,0
1990754,395316625_53525263391,no,,54.0,11 years ,,0
1990754,953097348_37606091115,no,14.13,54.0,11 years ,step_3,0
1990964,981629856_97646506253,no,,50.0,15 years ,,0
1991261,513726965_82737419344,no,0.25,45.0,16 years ,step_1,0
1991344,920000996_11093121361,yes,4.15,59.5,17 years ,confirm,1
1991753,922970107_87069661259,yes,1.97,32.5,6 years ,confirm,1
1991959,352923730_18274563773,yes,3.88,48.0,8 years ,confirm,1
1991963,228062941_53573757352,no,,47.0,16 years ,,0
1992490,552931668_8408961100,no,-27974.97,54.0,4 years ,step_3,0
1993746,503414241_43136150572,yes,6.52,63.5,22 years ,confirm,1
1993765,110423425_10333574698,no,,61.0,26 years ,,0
1993788,643905758_12069978376,yes,-0.47,62.5,12 years ,confirm,1
1993947,744129880_83732436797,yes,2.55,58.5,8 years ,confirm,1
1994353,261751831_57865766747,yes,5.27,59.5,14 years ,confirm,1
1994826,676012728_36435333676,yes,3.77,22.5,15 years ,confirm,1
1994865,204112130_50705808951,yes,17.65,20.5,6 years ,confirm,1
1995060,934145904_63701366387,yes,-4058.22,34.5,15 years ,confirm,1
1995384,349911763_2743984623,yes,1.18,37.5,10 years ,confirm,1
1996689,740885250_55077829289,yes,8.33,52.5,19 years ,confirm,1
1997443,829444615_89585771440,yes,13.43,25.5,9 years ,confirm,1
1997445,763987262_68102240292,no,,81.0,14 years ,,0
1998408,817521471_55319920901,no,-15774.8,47.0,10 years ,step_1,0
1999245,729460438_61912457516,no,1.02,35.0,12 years ,step_1,0
2000326,808411387_54533430067,yes,5.13,23.5,5 years ,confirm,1
2000413,166743432_26663962673,no,,66.0,4 years ,,0
2000413,451976382_83642286227,no,,66.0,4 years ,,0
2000413,950160317_94718135331,no,,66.0,4 years ,,0
2000413,971549390_39565534885,no,3.53,66.0,4 years ,step_3,0
2000438,268308444_37409706191,yes,13.9,41.5,7 years ,confirm,1
2000476,686796142_31145912852,no,1.45,52.0,15 years ,step_3,0
2000786,48142743_25427084474,no,,68.0,25 years ,,0
2001063,986603003_14213688391,no,-0.53,35.0,10 years ,step_1,0
2001068,861074542_113350225,no,,32.0,5 years ,,0
2001185,449635174_58980650891,yes,106.18,57.0,22 years ,confirm,1
2001185,913269435_38406184601,no,,57.0,22 years ,,0
2001189,614384427_74197757007,no,-4094.98,63.5,33 years ,step_1,0
2001189,951971889_76085042252,yes,1.53,63.5,33 years ,confirm,1
2001275,882487126_28336275870,no,,19.0,5 years ,,0
2001658,16222144_98555623718,yes,1.48,37.5,9 years ,confirm,1
2001821,54650409_80501257209,no,,69.5,12 years ,confirm,0
2001996,630240237_10905917459,yes,5.97,71.5,22 years ,confirm,1
2002054,682625567_36707370100,yes,1.6,31.5,10 years ,confirm,1
2002497,561327643_27218061538,yes,3.27,29.5,7 years ,confirm,1
2003283,730475830_61130701983,no,3.68,65.0,12 years ,step_3,0
2003283,908039001_79447899088,no,2.03,65.0,12 years ,step_3,0
2003392,157055903_66083182022,yes,4.1,29.5,12 years ,confirm,1
2004209,80604702_93462193774,yes,4.42,47.5,5 years ,confirm,1
2005018,559282763_90045072197,no,,23.0,5 years ,,0
2006271,258476240_72906234888,no,,69.0,7 years ,,0
2006518,51714150_30195505817,no,0.2,63.0,15 years ,step_1,0
2006522,311636693_57565285568,yes,5.07,30.5,21 years ,confirm,1
2006770,679348462_73505424321,yes,10.28,65.5,9 years ,confirm,1
2007632,654915294_3795692718,no,,66.5,12 years ,,0
2007632,936154424_95392904292,yes,4.48,66.5,12 years ,confirm,1
2008126,90353139_85594326856,no,-0.05,59.0,15 years ,step_1,0
2008196,75557183_77180540144,yes,14.15,64.5,28 years ,confirm,1
2008196,763219871_93423778933,no,,64.5,28 years ,,0
2008219,580664475_21032124643,yes,9.22,81.0,22 years ,confirm,1
2008244,314974616_40183422647,yes,3.58,51.5,5 years ,confirm,1
2008364,329096428_13314722264,yes,3.52,31.5,7 years ,confirm,1
2008597,799761850_81217220522,no,,32.0,10 years ,,0
2009302,809956615_56109175720,yes,4.02,61.5,7 years ,confirm,1
2010054,211644754_64523304018,no,10.82,70.0,10 years ,step_1,0
2010054,512571877_66449641539,no,,70.0,10 years ,,0
2010054,542408345_58778744060,no,,70.0,10 years ,,0
2010239,155105818_93629964876,no,-3.18,62.0,21 years ,step_3,0
2010561,641364885_61364233712,yes,3.35,39.5,19 years ,confirm,1
2010706,627514532_82916978627,yes,8.22,27.5,23 years ,confirm,1
2010706,956198607_62926035509,no,,27.5,23 years ,,0
2010851,239638579_88807014314,no,-0.1,55.5,12 years ,step_1,0
2010851,871615871_79412024845,yes,2.53,55.5,12 years ,confirm,1
2011557,876393974_64837943103,yes,1.77,31.5,9 years ,confirm,1
2011573,539638065_90676926214,yes,19.43,78.5,5 years ,confirm,1
2011854,649396599_97376003712,yes,3.25,57.5,16 years ,confirm,1
2012634,65424206_5719319272,no,,57.0,12 years ,,0
2013566,119559968_44612607904,yes,1.2,20.5,7 years ,confirm,1
2013589,73891037_94854896634,yes,4.87,40.5,22 years ,confirm,1
2013867,701292329_89318134233,yes,3.7,50.5,13 years ,confirm,1
2013905,745640260_82756684854,no,0.12,21.0,7 years ,step_1,0
2013905,790796708_87304525880,no,,21.0,7 years ,,0
2014286,477143589_38851686932,no,-8758.77,83.0,20 years ,step_3,0
2014514,523691050_54727426456,no,0.22,59.0,7 years ,step_1,0
2014783,989435808_45074269834,no,,44.0,21 years ,,0
2015091,33266444_78042177401,yes,1.53,25.5,4 years ,confirm,1
2015094,120473422_77286735655,no,-0.05,58.0,19 years ,step_1,0
2015197,929819161_68197607077,no,1.08,70.0,7 years ,step_1,0
2015197,973620754_19708500102,yes,2.17,70.0,7 years ,confirm,1
2015570,676136182_84415465008,no,4.92,49.0,7 years ,step_3,0
2016166,570998527_63662340555,yes,2.82,30.0,6 years ,confirm,1
2016479,910801868_39006880569,yes,-0.98,30.5,7 years ,confirm,1
2016971,391759484_19532054590,yes,3.15,68.5,30 years ,confirm,1
2017198,664803348_88511240906,no,,47.0,22 years ,,0
2019076,6294559_15387095117,yes,2.03,32.0,6 years ,confirm,1
2020418,711665740_47262199863,yes,7.12,51.0,14 years ,confirm,1
2020501,480339317_58302751958,yes,-1.17,44.5,12 years ,confirm,1
2020501,771305158_47369315638,no,0.07,44.5,12 years ,step_1,0
2021214,840857912_97008027609,no,-7.0,44.0,18 years ,step_1,0
2022026,470062722_82704694060,yes,2.12,29.5,12 years ,confirm,1
2023072,908049952_97052680796,no,,55.0,15 years ,,0
2023168,401687203_38719258861,no,0.17,47.0,11 years ,step_1,0
2023345,143582587_13248831912,yes,-0.72,62.5,30 years ,confirm,1
2023853,21381321_53866213537,yes,6.0,47.5,15 years ,confirm,1
2024619,506863730_65402824286,no,,35.0,20 years ,,0
2024733,881048033_39144351608,no,,43.0,16 years ,,0
2025734,753645514_53383297051,yes,4.22,37.5,6 years ,confirm,1
2025761,906575101_69330941691,no,-2.83,33.0,9 years ,step_3,0
2026269,224152920_50179175005,yes,4.23,27.0,7 years ,confirm,1
2026557,640648075_49274447467,yes,5.53,49.5,11 years ,confirm,1
2026557,739102949_24367482634,no,,49.5,11 years ,confirm,0
2026560,718622206_6841688747,yes,2.87,45.0,6 years ,confirm,1
2027427,174092998_96662685626,no,0.73,43.0,6 years ,step_2,0
2027429,604288319_31301866777,no,,19.0,4 years ,,0
2028457,382847261_81443011666,yes,-43060.25,36.5,15 years ,confirm,1
2028457,615241056_70271649553,no,,36.5,15 years ,confirm,0
2028518,523458814_13507379553,no,2.78,63.0,14 years ,step_3,0
2028637,196409032_95921345674,yes,1.67,38.0,11 years ,confirm,1
2028637,403214759_81674014571,no,1.85,38.0,11 years ,step_2,0
2029059,570417040_37183777257,yes,1.75,50.0,22 years ,confirm,1
2029526,188350543_91739803470,no,,33.0,11 years ,,0
2029999,705452411_39900368967,yes,6.83,72.5,13 years ,confirm,1
2030016,285316272_3757296459,yes,6.7,45.5,7 years ,confirm,1
2030720,289761610_83163673613,no,-10.37,62.0,21 years ,step_2,0
2032495,88498425_42137612057,no,1.1,88.0,15 years ,step_1,0
2032704,664116507_50167138427,yes,2.08,31.5,11 years ,confirm,1
2033133,962573689_51422142698,yes,2.5,38.5,15 years ,confirm,1
2033411,583904112_58444439400,yes,9.73,70.5,15 years ,confirm,1
2033798,97107652_34765139768,no,0.35,74.0,14 years ,step_1,0
2035117,836574661_89646765841,yes,2.12,55.5,6 years ,confirm,1
2035789,244027358_961405504,yes,6.13,50.0,11 years ,confirm,1
2036106,767827176_63632584939,no,0.13,41.0,21 years ,step_1,0
2036184,750587491_71590207379,no,4.8,28.0,6 years ,step_2,0
2036303,723864467_95324222042,no,,43.0,11 years ,,0
2036502,951028664_46890184060,yes,12.0,72.5,23 years ,confirm,1
2036837,212426560_3629040073,no,32.32,87.0,10 years ,step_3,0
2036837,475935092_51313802004,no,,87.0,10 years ,,0
2037145,332089140_51062623575,yes,4.43,57.5,13 years ,confirm,1
2037181,996905956_72814922914,yes,-2706.82,67.5,4 years ,confirm,1
2038365,433976213_16932069286,yes,2.58,57.5,11 years ,confirm,1
2038553,266857832_41686011912,no,,59.5,6 years ,,0
2038553,487842399_1808628449,yes,7.12,59.5,6 years ,confirm,1
2038707,495464252_69679135200,yes,11.75,25.5,5 years ,confirm,1
2038954,285078011_82341107189,no,,44.0,5 years ,,0
2039024,319515227_82516140782,no,17.25,62.0,16 years ,step_3,0
2039070,810294606_29090473166,yes,1.73,28.5,7 years ,confirm,1
2039364,446553346_70674904291,yes,3.22,48.0,9 years ,confirm,1
